"ano";"tipo";"razon_social";"nombre_establecimiento";"rubro_retc";"region";"comuna";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"establecimiento_destinatario";"comuna_destinatario"
"2018";"Generador Industrial";"NESTLE CHILE SA";"NESTLE CHILE S.A FÃBRICA MAIPU";"Producción de alimentos";"Metropolitana de Santiago";"Maipú";"Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparaciÃ³n de agua para consumo humano y de agua para uso industrial";"Residuos del tratamiento mecÃ¡nico de residuos (por ejemplo, clasificaciÃ³n, trituraciÃ³n, compactaciÃ³n, peletizaciÃ³n) no especificados en otra categorÃ­a";"Otros residuos (incluidas mezclas de materiales) procedentes del tratamiento mecÃ¡nico de residuos, distintos de los especificados en el cÃ³digo 19 12 11";"Co-procesamiento";"Valorización";470;NA;"PLANTA POLPAICO - TIL TIL";"Tiltil"
"2018";"Generador Industrial";"COLBUN S A";"COMPLEJO TERMOELECTRICO SANTA MARIA";"Generación de energía";"Bío-Bío";"Coronel";"Residuos de procesos tÃ©rmicos";"Residuos de centrales elÃ©ctricas y otras plantas de combustiÃ³n (excepto el capÃ­tulo 19)";"Cenizas volantes de carbón";"Co-procesamiento";"Valorización";36826;NA;"CEMENTOS BIO BIO DEL SUR SA";"Talcahuano"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,03;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"ROHM AND HAAS CHILE LTDA";"BODEGA EXTERNA SINADER";NA;"Valparaíso";"San Antonio";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";8,4;NA;"PLANTA POLPAICO - TIL TIL";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";4,022;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"LABORATORIO DUKAY S A";"LABORATORIO DUKAY S A";"Producción química";"Metropolitana de Santiago";"Lampa";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos orgánicos distintos de los especificados en el código 16 03 05";"Co-procesamiento";"Valorización";11,5;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"AGRICOLA SAN JOSE DE PERALILLO S A";"AGRICOLA SAN JOSE DE PERALILLO S.A.";"Industria agropecuaria y silvicultura";"Libertador Gral. Bernardo O'Higgins";"Santa Cruz";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Vidrio";"Co-procesamiento";"Valorización";68,73;NA;"VERALLIA CHILE SA";"Rengo"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";1,775;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";7,696;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,79;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"SYNTHON CHILE LIMITADA";"LABORATORIO SYNTHON CHILE LTDA";"Otras actividades";"Metropolitana de Santiago";"Lampa";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";38,81;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"REXAM CHILE S A";"REXAM CHILE SA";"Industria manufacturera";"Metropolitana de Santiago";"Lampa";"Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparaciÃ³n de agua para consumo humano y de agua para uso industrial";"Residuos de tratamientos fÃ­sicoquÃ­micos de residuos (incluidas la descromataciÃ³n, descianuraciÃ³n y neutralizaciÃ³n)";"Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05";"Co-procesamiento";"Valorización";496,21;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,82;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,75;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";5,698;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,358;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";0,622;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";1,691;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"EMPRESAS CAROZZS A";"PLANTA AGROZZTENO";"Producción de alimentos";"Maule";"Teno";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la preparaciÃ³n y elaboraciÃ³n de frutas, hortalizas, cereales, aceites comestibles, cacao, cafÃ©, tÃ© y tabaco; producciÃ³n de conservas; producciÃ³n de levadura y extracto de levadura, preparaciÃ³n y fermentaciÃ³n de melazas";"Materiales inadecuados para el consumo o la elaboración";"Co-procesamiento";"Valorización";1501,58;NA;"CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";5,726;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";1,61;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";1,46;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"ENEL GENERACION CHILE S.A.";"CENTRAL TERMOELECTRICA BOCAMINA U1";"Generación de energía";"Bío-Bío";"Coronel";"Residuos de procesos tÃ©rmicos";"Residuos de centrales elÃ©ctricas y otras plantas de combustiÃ³n (excepto el capÃ­tulo 19)";"Residuos cálcicos de reacción, en forma sólida, procedentes de la desulfuración de gases de combustión";"Co-procesamiento";"Valorización";6203,29;NA;"CEMENTOS BIO BIO DEL SUR SA";"Talcahuano"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";7,078;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";0,192;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,548;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";1,24;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"ULTRAMAR AGENCIA MARITIMA LIMITADA";"ULTRAMAR VALPARAISO";"Transporte";"Valparaíso";"Valparaíso";"Residuos no especificados en otro capÃ­tulo de la lista";"VehÃ­culos de diferentes medios de transporte (incluidas las mÃ¡quinas no de carretera) al final de su vida Ãºtil y residuos del desguace de vehÃ­culos al final de su vida Ãºtil y del mantenimiento de vehÃ­culos (excepto los de los capÃ­tulos 13, 14 y los subcapÃ­tulos 16 06 y 16 08)";"Componentes no especificados en otra categoría";"Co-procesamiento";"Valorización";29,75;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";19,53;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";2,233;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"ALIMENTOS NUTRABIEN S A";"ALIMENTOS NUTRABIEN S.A.";"Producción de alimentos";"Metropolitana de Santiago";"Maipú";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la preparaciÃ³n y elaboraciÃ³n de frutas, hortalizas, cereales, aceites comestibles, cacao, cafÃ©, tÃ© y tabaco; producciÃ³n de conservas; producciÃ³n de levadura y extracto de levadura, preparaciÃ³n y fermentaciÃ³n de melazas";"Residuos no especificados en otra categoría";"Co-procesamiento";"Valorización";122,17;NA;"RANCHO GRANDE PADRE HURTADO";"Padre Hurtado"
"2018";"Generador Industrial";"LANDCATCH CHILE S.A.";"PISCICULTURA LAS VERTIENTES";"Pesca";"Araucanía";"Cunco";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Co-procesamiento";"Valorización";11;NA;"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - VILLARRICA";"Villarrica"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";0,893;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,337;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";19,25;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"AGROINDUSTRIAL EL PAICO S.A.";"AGROINDUSTRIAL EL PAICO";"Industria agropecuaria y silvicultura";"Metropolitana de Santiago";"El Monte";"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparaciÃ³n y elaboraciÃ³n de alimentos";"Residuos de la preparaciÃ³n y elaboraciÃ³n de carne, pescado y otros alimentos de origen animal";"Residuos de tejidos de animales";"Co-procesamiento";"Valorización";742,14;NA;"MELIFEED SPA";"Melipilla"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,254;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"VITAL AGUAS S.A.";"VITAL AGUAS";"Otras actividades";"Libertador Gral. Bernardo O'Higgins";"Rengo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Co-procesamiento";"Valorización";8,1;NA;"VERALLIA CHILE SA";"Rengo"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,18;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"INDUSTRIAL Y COMERCIAL BAXTER DE CHILE LTDA";"INDUSTRIAL Y COMERCIAL BAXTER ";"Comercio";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Absorbentes, materiales de filtraciÃ³n, trapos de limpieza y ropas protectoras";"Absorbentes, materiales de filtración, trapos de limpieza y ropas protectoras distintos de los especificados en el código 15 02 02";"Incineración sin recuperación de energía";"Eliminación";0,213;NA;"PROCESOS SANITARIOS";"Quilicura"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";9,35;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Papel y cartón";"Co-procesamiento";"Valorización";0,34;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"SOC CONCESIONARIA AUTOPISTA NORORIENTE S A";"PLANTA NORORIENTE";"Construccion e inmobiliarias";"Metropolitana de Santiago";"Vitacura";"Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparaciÃ³n de agua para consumo humano y de agua para uso industrial";"Residuos de plantas de tratamiento de aguas residuales no especificados en otra categorÃ­a";"Lodos del tratamiento de aguas residuales urbanas";"Co-procesamiento";"Valorización";18,73;NA;"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL";"Padre Hurtado"
"2018";"Generador Industrial";"LABORATORIO DURANDIN S A I";"LABDUR BODEGAS";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos orgánicos distintos de los especificados en el código 16 03 05";"Co-procesamiento";"Valorización";8;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";0,187;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"AGUAS ANDINAS S A";"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS BUIN MAIPO";"Suministro y tratamiento de aguas";"Metropolitana de Santiago";"Buin";"Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparaciÃ³n de agua para consumo humano y de agua para uso industrial";"Residuos de plantas de tratamiento de aguas residuales no especificados en otra categorÃ­a";"Lodos del tratamiento de aguas residuales urbanas";"Co-procesamiento";"Valorización";2163,05;NA;NA;NA
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";4,974;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"LABORATORIO DURANDIN S A I";"LABDUR BODEGAS";"Otras actividades";"Metropolitana de Santiago";"Pudahuel";"Residuos de procesos quÃ­micos orgÃ¡nicos";"Residuos de la FFDU de grasas, jabones, detergentes, desinfectantes y cosmÃ©ticos";"Residuos no especificados en otra categoría";"Co-procesamiento";"Valorización";53,09;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";0,418;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,15;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";1,69;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"UNILEVER CHILE SCC LIMITADA";"UNILEVER CHILE SA PLANTA PANAMERICANA NORTE";"Producción de alimentos";"Metropolitana de Santiago";"Conchalí";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtraciÃ³n y ropas de protecciÃ³n no especificados en otra categorÃ­a";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases compuestos";"Co-procesamiento";"Valorización";1,67;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Co-procesamiento";"Valorización";1,587;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"GERDAU AZA S A";"PLANTA COLINA";"Producción de metal";"Metropolitana de Santiago";"Colina";"Residuos de procesos tÃ©rmicos";"Residuos de la industria del hierro y del acero";"Cascarilla de laminación";"Co-procesamiento";"Valorización";6149,12;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";2,11;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"PROCTER & GAMBLE CHILE LIMITADA";"PROCTER AND GAMBLE CHILE LTDA";"Industria del papel y celulosa";"Metropolitana de Santiago";"Macul";"Residuos no especificados en otro capÃ­tulo de la lista";"Lotes de productos fuera de especificaciÃ³n y productos no utilizados";"Residuos inorgánicos distintos de los especificados en el código 16 03 03";"Co-procesamiento";"Valorización";7,46;NA;"COACTIVA";"Tiltil"
"2018";"Generador Industrial";"BEIERSDORF S A";"BEIERSDORF S.A.";"Industria manufacturera";"Metropolitana de Santiago";"Lo Espejo";"Residuos municipales (residuos domÃ©sticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapÃ­tulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";"Valorización";11,6;NA;"COACTIVA";"Tiltil"
